ImageNumber,ObjectNumber,Metadata_cell,Metadata_hour,Metadata_site,Metadata_treatment,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Texture_AngularSecondMoment_AA_5_00_256,Texture_AngularSecondMoment_AA_5_01_256,Texture_AngularSecondMoment_AA_5_02_256,Texture_AngularSecondMoment_AA_5_03_256,Texture_Contrast_AA_5_00_256,Texture_Contrast_AA_5_01_256,Texture_Contrast_AA_5_02_256,Texture_Contrast_AA_5_03_256,Texture_Correlation_AA_5_00_256,Texture_Correlation_AA_5_01_256,Texture_Correlation_AA_5_02_256,Texture_Correlation_AA_5_03_256,Texture_DifferenceEntropy_AA_5_00_256,Texture_DifferenceEntropy_AA_5_01_256,Texture_DifferenceEntropy_AA_5_02_256,Texture_DifferenceEntropy_AA_5_03_256,Texture_DifferenceVariance_AA_5_00_256,Texture_DifferenceVariance_AA_5_01_256,Texture_DifferenceVariance_AA_5_02_256,Texture_DifferenceVariance_AA_5_03_256,Texture_Entropy_AA_5_00_256,Texture_Entropy_AA_5_01_256,Texture_Entropy_AA_5_02_256,Texture_Entropy_AA_5_03_256,Texture_InfoMeas1_AA_5_00_256,Texture_InfoMeas1_AA_5_01_256,Texture_InfoMeas1_AA_5_02_256,Texture_InfoMeas1_AA_5_03_256,Texture_InfoMeas2_AA_5_00_256,Texture_InfoMeas2_AA_5_01_256,Texture_InfoMeas2_AA_5_02_256,Texture_InfoMeas2_AA_5_03_256,Texture_InverseDifferenceMoment_AA_5_00_256,Texture_InverseDifferenceMoment_AA_5_01_256,Texture_InverseDifferenceMoment_AA_5_02_256,Texture_InverseDifferenceMoment_AA_5_03_256,Texture_SumAverage_AA_5_00_256,Texture_SumAverage_AA_5_01_256,Texture_SumAverage_AA_5_02_256,Texture_SumAverage_AA_5_03_256,Texture_SumEntropy_AA_5_00_256,Texture_SumEntropy_AA_5_01_256,Texture_SumEntropy_AA_5_02_256,Texture_SumEntropy_AA_5_03_256,Texture_SumVariance_AA_5_00_256,Texture_SumVariance_AA_5_01_256,Texture_SumVariance_AA_5_02_256,Texture_SumVariance_AA_5_03_256,Texture_Variance_AA_5_00_256,Texture_Variance_AA_5_01_256,Texture_Variance_AA_5_02_256,Texture_Variance_AA_5_03_256
19,4,A549,4,25,AFA,57358,167281,519,1041,110,632,298.01562118623383,862.8998047351721,5.196847889556485,78674,0.9438484702391382,270.24151014771854,1,0.3428841291001369,0.19242433514546123,529.6311490036913,532.4960093747183,61.26989472816156,22.144498112574365,19.235384061671343,218.71540632032497,174.97883430686272,53.02895449794003,1935.4053377838823,0.7290591555024531,0.9996733627355896,0.9996725203700799,0.9996702662650379,0.9996582438059436,0.0001633386418391931,0.00016375992794563171,0.000164887258337112,0.00017090000213625003,-8.17E-05,-8.19E-05,-8.25E-05,-8.55E-05,0.0022904036021463847,0.0022957024340429224,0.0023098740350487616,0.0023852738407766825,0.22211334758067078,0.22211306681513454,0.22211231550853613,0.22210830835867182,0.0024537422439855775,0.0024594623619885536,0.0024747612933858736,0.0025561738429129323,-7.84E-06,-7.87E-06,-7.93E-06,-8.24E-06,0.0001387327340964788,0.00013909057036223292,0.00014004811538255096,0.00014515529969397995,0.9999183306790804,0.9999181200360272,0.9999175563708316,0.9999145499989318,2.000163338641839,2.0001637599279456,2.0001648872583373,2.000170900002136,0.0022904036021463847,0.0022957024340429224,0.0023098740350487616,0.0023852738407766825,0.00016331196232766132,0.00016373311063233587,0.00016486007052929352,0.00017087079532629446,8.166265104159187e-05,8.187325964437164e-05,8.243683221653697e-05,8.544269936550108e-05
19,5,A549,4,25,AFA,32403,43200,772,1377,580,1152,671.3805203221924,1262.2109372588957,1.3110955025315028,33716,0.5705274947969592,203.1176530192624,1,0.7500694444444445,0.7627209444843415,228.17535746234458,246.22144504490262,86.70063436907483,30.77883008449234,27.16615541441225,177.5829685743053,187.3955157468376,3.7560961451948383,730.6589462905454,0.9610570648950053,0.4061140434233335,0.4034822160093224,0.40149800337910346,0.4000351987680688,0.1270861308267792,0.13637249172024157,0.13123827093737078,0.1422618660069015,0.7556023828732538,0.7345718181540294,0.7522919749347875,0.7241945692807857,0.5493923867173632,0.5746592788621869,0.5608243946092084,0.5901319203212306,0.13203237691087102,0.12861248238887288,0.13049260641062996,0.12648828625643205,1.624770914266719,1.6414960190605932,1.6545960821257053,1.6623608262280922,-0.459475549,-0.430960878,-0.454604835,-0.417519898,0.7877916734636473,0.7707988678335486,0.7888123659286181,0.7642318774467682,0.9364569345866105,0.9318137541398792,0.9343808645313145,0.9288690669965493,3.2714687639874676,3.285538021949477,3.291834982028691,3.3006706165766,1.4976847834399398,1.5051235273403516,1.5233578111883346,1.520098960221191,0.9129087129925946,0.8911935396771327,0.9283823925661316,0.8893484662184541,0.25999871095484384,0.256891507849343,0.26490516587587676,0.2579025830563393
19,6,A549,4,25,AFA,35502,47897,951,1397,740,1170,838.4221170638274,1280.2651118246858,1.2161313832569451,35960,0.6108515163583189,212.60891401159017,1,0.7412155249806878,0.8222795774925901,240.69785448933843,244.69777277286363,92.13034245024816,33.39348388233876,29.832867780352597,192.0029516025679,190.57136535449706,-30.73512272,736.5828278447966,0.9872636262513904,0.17421245519544148,0.16327173116025495,0.1731545745620338,0.16571133728044596,0.24067283627262678,0.309126972379289,0.25494180139908856,0.2957001879699248,0.9069744272769741,0.8768444624441429,0.8994750204744065,0.8818358764914697,0.7975150505845188,0.9042969795499944,0.8199338554813612,0.8806003952109827,0.07031156804018132,0.06206197491911241,0.06821892621424135,0.0631427949892595,3.063785812399078,3.1806182545056814,3.08447375448234,3.154331767494606,-0.539190841,-0.470430937,-0.525603173,-0.485469866,0.9464819460928162,0.9266284969546819,0.942922326664986,0.9314690484868734,0.879908037948897,0.848491666419965,0.8726684276218397,0.8530310150375939,6.716721960304988,6.776932413629771,6.7301674842529975,6.763216635338346,2.8213214914538227,2.8614412206130786,2.828608386558988,2.85418199694209,4.93366426755162,4.71097977254211,4.817266173220389,4.7092061946104735,1.2935842759560607,1.255026686230348,1.2680519936548702,1.251226595645102
20,1,A549,4,26,AFA,41459,74299,700,686,509,297,592.599845630623,498.5051737861502,1.919215792304082,49638,0.8609474275465949,229.75473506584171,1,0.5580021265427529,0.5210461502088136,350.63642847988785,389.48684188300894,77.52418977325722,27.26967495870534,24.413111231467404,185.49052832242597,178.3666271409257,2.778965346664565,999.9453095790604,0.8352270437970909,0.16111185119715946,0.16236896084737026,0.17688560759738114,0.14898371796115947,0.2767206477732793,0.2748432621773232,0.21839080459770113,0.3260332577860398,0.8534293047305178,0.8540101172150227,0.887972535261136,0.8261901710633835,0.8525007449038122,0.8516478800271419,0.7572182549240016,0.9191292855673009,0.06532594388047804,0.06566979337396159,0.07367861928758822,0.05995093773454322,2.998555243659859,2.9894239694845517,2.87242701563627,3.09508083008686,-0.464060662,-0.464486004,-0.540672581,-0.415828886,0.9146924700880142,0.9143918084814638,0.9386035920022536,0.8961359996820357,0.8618825910931174,0.8632180115237202,0.8908045977011494,0.8386029692632865,5.446508097165991,5.434271645049116,5.3909532302814105,5.483791285747026,2.720037060908621,2.71049105674385,2.6540362110385693,2.761581272563316,3.499213515116633,3.4903938478781242,3.680488905065861,3.4255757252127133,0.9439835407224741,0.9413092775138612,0.9747199274158902,0.9379022457496893
20,2,A549,4,26,AFA,53829,90226,815,986,586,592,705.2400936298278,777.8810120938527,1.7711815084171287,62334,0.8745065556879177,261.79612574205345,1,0.5966018664243122,0.5645948736748505,390.63490404216367,393.0814165029937,91.67878707749138,33.176427001216524,29.274562336608895,200.0750345822468,189.46327809322713,9.891274162216199,1094.57272657703,0.8635576090095293,0.04732022667258853,0.048214703822215224,0.056027842563157744,0.04160803415197463,0.4908312604847573,0.4886420901655231,0.3513822252684487,0.6375444805257938,0.9575767881408477,0.9577512716018755,0.970378576302568,0.9448476122108952,1.0858344739459405,1.098639427797674,0.9540257298514505,1.2120795044921826,0.03413492931634409,0.034201039589396284,0.03875151058109104,0.031439827100330275,4.702988764999661,4.699391243771409,4.5004013864707755,4.87921953925151,-0.541353749,-0.542471301,-0.610943636,-0.487124219,0.9846451148184945,0.9847562900976632,0.9904109326057029,0.9781651201093329,0.7724706426794701,0.7783560103888048,0.828581220013708,0.7325393275905653,12.031488016042882,12.050955537465596,11.928185210570403,12.07348280086336,4.163241952185057,4.159224032747038,4.128826762707421,4.171629497262861,22.648918842093337,22.643040622785662,23.373488588345793,22.481834610137412,5.784937525644523,5.782920678237822,5.931217703403547,5.779844772665818
20,3,A549,4,26,AFA,74233,104394,673,1101,399,720,525.5003165707974,909.8346018617057,1.3232260604633068,77288,0.6685143941748017,307.43518198853775,1,0.7110849282525815,0.7557287676527967,361.92640606796056,395.77392536649,133.5402561027947,45.9402658941536,40.718546143004666,271.32196102975036,269.16437979537267,-14.01083535,1111.0163773909258,0.9604725183728392,0.09951768424486132,0.09296527779720788,0.10044828365583702,0.09096086398265385,0.2496612372445452,0.28623679030614385,0.2433846449610699,0.30020821765685723,0.9564665896267723,0.9494120644664746,0.9576655260674642,0.9477313560356272,0.8131226643720951,0.8689031616418995,0.8026154644524736,0.8924928326852138,0.05724849162476829,0.05356121684857365,0.05793878133547967,0.05256458931288914,3.725620239598987,3.8099028380671784,3.7094023189148984,3.8411168958654214,-0.626374963,-0.59214501,-0.633137903,-0.584421027,0.9831339849824567,0.9795085049239372,0.983778761117881,0.9788073414885774,0.8756505627609855,0.857936984350788,0.8787031569696387,0.8527109938922821,7.503111086529688,7.553390197255455,7.488293533636352,7.5120905052748475,3.4727155596346937,3.5171361490859705,3.4631773532490113,3.5272399671608046,11.220206852763049,11.030168486460106,11.254792719847096,11.186916562602796,2.867467022501904,2.8291013191915635,2.8745443412020446,2.871781195064914
20,4,A549,4,26,AFA,65670,119616,1773,1136,1437,780,1601.1941525810873,928.3655855032739,1.438448529072427,70260,0.6468830354397801,289.16023395819514,1,0.5490068218298555,0.6951934530774228,342.60234669593405,365.0452026804352,110.69326989478628,40.90826530783787,36.76955262170047,262.7512992736009,261.2648608296435,-46.77408885,1089.5209947489207,0.9346712211784799,0.32283483557555115,0.3086510964960303,0.3234655649628445,0.32166913743892206,0.168771616820821,0.20090421916249074,0.16849788224997264,0.17091708542713568,0.788790378033568,0.7444975941636743,0.7888585535503679,0.7864273345216717,0.654887029209092,0.723732851227262,0.6542570069916386,0.659798388339477,0.11735612091174652,0.1072291430573997,0.11744682703637649,0.11664778233188555,2.0896580108832787,2.1674633831471497,2.0872475529658354,2.0930623292374735,-0.472844532,-0.404621145,-0.473698602,-0.471441483,0.8519583600537768,0.8166628549589076,0.8522101814838844,0.8514870602355022,0.9156141915895896,0.8995478904187546,0.9157510588750137,0.9145414572864322,3.815484295037326,3.838615849128187,3.8157166747417284,3.8166457286432163,1.920886394062458,1.966559163984659,1.9187496707158629,1.9221452438103377,1.4293716424634972,1.3717167391793996,1.4275684996308335,1.4296349800194434,0.3995358148210806,0.39315523958547205,0.39901659547020163,0.40013801636164503
20,5,A549,4,26,AFA,72282,104300,1586,1299,1288,949,1435.9863589828726,1142.400749840901,1.2265856611761055,73540,0.6309011914519455,303.3682593359876,1,0.6930201342281879,0.815271229439577,347.80219964415716,357.30239293909017,130.6981254647518,46.94393333591012,41.86884283091664,263.88153657756095,269.84692343868875,27.46294829959306,1055.5260453828039,0.982893663312483,0.19069707787671808,0.18401532825001685,0.19240156267839348,0.17899000420666847,0.1738711278088892,0.19299768106870008,0.1682707935834923,0.20417274834721386,0.9103056792750748,0.8997881491764734,0.9134999931008155,0.8944122115078491,0.6664841257864971,0.7080158532733108,0.653933432073897,0.7309221827965593,0.09100890264777085,0.08699583124084724,0.09225414935210839,0.08478680730991596,2.7447617173512064,2.7971879121724488,2.729813626431629,2.830684114771974,-0.59807343,-0.569282919,-0.606675797,-0.553812248,0.9507117848410253,0.9444792617138965,0.9524656486277042,0.9410599348721576,0.9130644360955553,0.9035523751262607,0.9158985230725742,0.8980510002575769,4.899468349046573,4.911980196611231,4.89053777118225,4.917861538021237,2.570890589542317,2.6036790365508407,2.561197569879539,2.62534441484898,3.7030995968397136,3.6587958839173353,3.72238308300199,3.6631825824710447,0.9692426811621511,0.9629483912465098,0.9726634691463723,0.966838832704564
21,1,A549,4,27,AFA,53932,287868,1157,977,835,83,922.3778461766669,508.65093080175035,6.6660446212740405,127757,0.9791422071140878,262.04647512732697,1,0.1873497575277558,0.15001399732738005,885.9581663822141,926.9131566657148,63.90618123468183,17.721458212705592,14,216.1914675840191,180.00554819924028,-13.20414905,2125.5058428472707,0.42214516621398435,0.5172722123338191,0.5019231408790962,0.5375135060626023,0.5235526981144569,0.06883828800337341,0.08000086464052569,0.05827355525106795,0.06622846123540754,0.8370448045185784,0.8132230633791746,0.8583300062615091,0.8417031116875019,0.36157333830159055,0.4021822368094077,0.32055310968077305,0.35168870072107616,0.15545021094593103,0.150699636851353,0.16006112599526562,0.15657887392110115,1.2408897925724496,1.290088625001772,1.1826589791675794,1.2245325925485433,-0.601019749,-0.560261755,-0.640314861,-0.609641863,0.8097450202670602,0.7959955053853536,0.8195868472329081,0.8113652694406517,0.9655808559983134,0.9599995676797372,0.970863222374466,0.9668857693822962,2.599135568205777,2.6139163892611648,2.5726202949947607,2.5892549816492836,1.1720515045690763,1.2100877603612463,1.1243854239165119,1.158304131313136,0.7760355167256252,0.7766452083479667,0.7643926101563423,0.7705341806766057,0.21121845118224947,0.21416151824712348,0.20566654135185258,0.20919066047800294
21,2,A549,4,27,AFA,44981,108506,701,1070,223,843,466.0429292367889,938.8215913385652,2.5086340503897304,58562,0.952197717373882,239.31483021687635,1,0.4145485042301808,0.39862330651401484,487.96155525214516,489.4609279605472,59.20304046246274,23.543970163470433,21.400934559032695,160.48307964566268,149.06367524704032,72.79256936718294,1190.7981233214462,0.768091936750794,0.16668242465164382,0.15453036098293343,0.14817474588384943,0.13343751194129025,0.21505278069734496,0.2665689286046728,0.2872837390549074,0.3600305474679014,0.9252812771193035,0.9059473867648681,0.8981769045255621,0.871719561061102,0.751237084782271,0.8376086034778253,0.8677095067741306,0.962594007279005,0.07422871532598622,0.06663431005936879,0.06404842873743602,0.05717194367727812,3.134365532096436,3.2509669778592727,3.2953393340830592,3.4301041655426023,-0.594449917,-0.536990456,-0.515264048,-0.452162239,0.9640726850835646,0.9529162159753913,0.9478676757682947,0.9301667735771535,0.8925010281954029,0.8668830866610817,0.8567806756027138,0.8243950169442986,5.73746744047891,5.794261379502932,5.81830559402803,5.8597202997470275,2.9190517392112727,2.9830640935346833,3.0048193059133315,3.051264090939096,5.541276353587328,5.40193765373234,5.35551739002738,5.253148678390382,1.4390822835711692,1.4171266455842488,1.410700282270577,1.4032948064645652
21,3,A549,4,27,AFA,37502,51744,351,1431,87,1235,219.05399712015358,1329.1504453095836,1.2874432010810926,38114,0.787640037763261,218.5155129656887,1,0.7247603586889301,0.7767332952321931,281.38838713998314,281,83.38465086573187,32.27898974566399,29.410882339705484,169.41055032323402,173.37342405421586,66.20742274044842,778.9259735953042,0.983942908117752,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
21,4,A549,4,27,AFA,37210,88825,888,1530,565,1255,730.4043805428648,1419.7454716474067,2.0679236743666114,43609,0.9029932004607183,217.66314217063808,1,0.41891359414579227,0.4835768420255124,360.1921000683317,393.8553033792994,77.83315488916018,25.555285120301072,21.95449840010015,177.75474693432216,154.75827844771032,-45.51380791,983.3361825443205,0.8532642344470178,0.13484738927084033,0.12476281247549068,0.13418842621099616,0.12662197592207555,0.23769645200011166,0.2908758488594811,0.23341392106150904,0.26344835275098943,0.934782291424516,0.9184094519083542,0.9367457769541456,0.9291799356721747,0.7921829802542205,0.8734902194550218,0.7845667719800712,0.834111909681584,0.070731806549335,0.06366850431351138,0.07135853432457362,0.06711890342413128,3.32573690131609,3.4396261392669305,3.3186251613283066,3.388395602227694,-0.588488505,-0.534812625,-0.594264101,-0.565914165,0.9682635527692369,0.9585480686747764,0.969301008518256,0.9649043571275129,0.8813192641598973,0.8552237506529687,0.8833942426627686,0.8686771837895089,6.822739580716299,6.908613384410006,6.8097098841785675,6.790679525057138,3.086755845368843,3.1445278179248253,3.084330501331867,3.1220640645960116,7.051625948065443,6.839260071609125,7.1467706681098875,7.176487073782781,1.8223306000163895,1.7825339801171491,1.8450461472928463,1.8599838566334466
21,5,A549,4,27,AFA,80255,114144,1689,1645,1361,1297,1520.7550308392001,1470.681552551243,1.653713135806833,90760,0.6524893300581827,319.66207104178073,1,0.7031030978413232,0.6046997985004867,382.28754538114043,401.69640277204377,126,42.765455296092746,38.3275357934736,318.346604334612,289.6967033527571,49.724644381826,1291.430590953299,0.8842551784927281,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
21,6,A549,4,27,AFA,54163,106392,676,1617,335,1305,470.0082528663479,1431.4018610490557,1.7655924323778196,62648,0.8222032804116728,262.60707047124725,1,0.5090890292503196,0.5663821285489118,376.8431665442398,399.2242477605788,90.47098982546837,32.463592883080324,29.068883707497267,218.06960229972853,214.49685478722105,-57.0289901,1096.2295808265224,0.864560720214532,0.30582898838138645,0.2912430379746836,0.2939713853555336,0.2865271125672539,0.11740412979351031,0.1428042843232717,0.135904919971766,0.14682744760264138,0.8847137972369652,0.8578207407575787,0.8666035684118516,0.857350371106938,0.5218527960885495,0.591536124793123,0.5734128620627048,0.6019725304346977,0.11855183995962444,0.11103551171912407,0.11302609092030644,0.10990744229881733,2.054659583806675,2.134754673510154,2.119263437107536,2.1618238465766586,-0.620416327,-0.561493053,-0.577137365,-0.556844975,0.9178508097826559,0.9006090128129166,0.9059767746854508,0.9007945427713845,0.9412979351032448,0.9285978578383641,0.9320475400141169,0.9266092449038187,3.5291464459035113,3.5421032132424544,3.530666361433831,3.548722365776629,1.937255454013165,1.9919503891868828,1.9833585171357704,2.014753607492325,1.91933794306021,1.8659877868153778,1.9017046075658683,1.9117470995868633,0.5091855182134299,0.5021980177846634,0.5094023818844073,0.5146436367973766
21,7,A549,4,27,AFA,30334,52390,1291,1794,1122,1484,1212.915078789477,1617.6073053339487,1.736508917986314,33587,0.8737477507895326,196.5259482867248,1,0.5790036266463066,0.5758680474613499,296.2556268163014,315.9699352786591,73.06161783043132,25.44718948053329,21.840329667841555,154.66306276362633,144.09261795116134,15.066635175012,813.5950211536164,0.9031470509423288,0.2554946691838762,0.25272255854142145,0.2600768552687194,0.24379247132089188,0.18929998262984193,0.19447632961146474,0.16947943903018775,0.2116623824782563,0.8130989428871762,0.8079443560988349,0.8373421003435132,0.7920441195937287,0.7000047788389389,0.7107422337291587,0.6565125691758135,0.7446483302450553,0.0986138003175266,0.09733788526707292,0.1036975364895198,0.09325543267124614,2.307786564744487,2.320488058884076,2.267759576497181,2.3653067192131463,-0.471237736,-0.462626708,-0.513360297,-0.434955506,0.8711759475269126,0.8674987957904151,0.8894717435495084,0.8552499005393349,0.905350008685079,0.9027618351942677,0.9152602804849063,0.8941688087608719,4.296647559492792,4.29813210894292,4.24982172569527,4.306947427726329,2.1184865821146452,2.1260117292726113,2.0982801374669933,2.1536443367348905,1.8363705572169877,1.8307318409075144,1.9143964672504978,1.8239846217299736,0.5064176349617089,0.5063020426297449,0.5209689765701722,0.5089117510520582
21,8,A549,4,27,AFA,26598,35636,849,1660,613,1509,730.1099706744868,1588.3087074216107,1.454615828437363,28969,0.7586452181716461,184.02615414898466,1,0.7463800651027052,0.6874667389493905,234.70005984261599,258.5652722234755,67.72001181334805,25.556946727944517,23,150,152.9080225514379,82.34911163020617,697.2741699796952,0.9181538886395803,0.32987516674065137,0.32974319990379697,0.3340861476222953,0.3285907115596878,0.17061170727927788,0.19066904903712528,0.17031496062992124,0.21078667953667957,0.8106039835608411,0.7774833029731529,0.8062125340599446,0.7448610753645257,0.659102194862019,0.7028689624137143,0.6584247684142606,0.7429837605992196,0.10339865895258889,0.09827425488943856,0.10347689007378014,0.09345773789336775,2.13715973760661,2.1356652277250663,2.107744976298897,2.1526713377013755,-0.47975002,-0.442363381,-0.479105084,-0.405707738,0.8605022465883697,0.8382772531681701,0.8573087588320664,0.8158810852188448,0.9146941463603612,0.9046654754814372,0.9148425196850393,0.8946066602316601,5.032503002363151,5.041890013897161,5.025984251968504,5.083293114543115,1.966548030327332,1.9449961786879408,1.937430015668976,1.9418846581646962,1.631028163367965,1.523081438766667,1.587435054870106,1.4415419867994324,0.45040996766180985,0.42843762195094914,0.43943750387500735,0.4130821665840285
21,9,A549,4,27,AFA,46418,78824,2048,1789,1714,1553,1898.0027360075833,1677.7787065362575,1.5917588112072547,47708,0.9019725338245848,243.1074519374443,1,0.5888815589160662,0.6282358815664788,373.56122825648566,387.6415870362725,79.47955712005447,31.45552382587484,28.844410203711913,160.11933264852956,161.3012762927258,-63.8196265,963.5777772109133,0.9729605097677538,0.2935908992409102,0.2752283770628825,0.28411560366110566,0.28791223521850295,0.16760653707512327,0.20547694699065078,0.18722624474836863,0.17848160430902088,0.8037328003156392,0.757097557019479,0.7790956074102694,0.7906545413057882,0.6522001521442286,0.7327476623206619,0.6956327821442144,0.676744069959978,0.11774270709759568,0.10587191437697396,0.11141371098710368,0.11418703938385052,2.1013464169317437,2.1969970382385964,2.1500927313618057,2.131521483206673,-0.486886168,-0.417146326,-0.449746423,-0.465197932,0.8610248036803224,0.8281817525198627,0.84426750608458,0.8516536977746539,0.9161967314624383,0.8972615265046746,0.9063868776258157,0.9107591978454896,3.458922134500984,3.507554803757972,3.482837221775275,3.4683389347637386,1.93373987985662,1.9915200912479458,1.962866486613437,1.9530398788976528,1.540335873522979,1.4863705656926864,1.5078622281738507,1.526657885434826,0.42698560264952556,0.4229618781708342,0.4237721182305543,0.426284872435962
22,1,A549,4,28,AFA,29073,56154,1037,654,655,507,806.4678567743267,576.7317786262167,2.38165770344536,34460,0.8941250432801108,192.39774760658034,1,0.51773693770702,0.41987561795860817,305.613545704334,385.24018481980823,69,24.1195251721481,20.615528128088304,140.46748670897128,136.85905772198737,80.43212308941732,932.8021279348029,0.8436738247243181,0.2593296959215515,0.24923992714853163,0.252571402849789,0.24294702384745526,0.18538431608361927,0.2278462387345963,0.2244559814426157,0.2501116403691575,0.8392528214558279,0.7918982046386039,0.7935986483352937,0.7693635721434857,0.6917153228909916,0.7742378785025437,0.7682209273086081,0.8118049331723087,0.09959321142646882,0.08962706790836257,0.09036980246510089,0.08499627920829793,2.4204424861458693,2.4931037057097214,2.479635057182891,2.533072801975971,-0.507133492,-0.431092678,-0.435778892,-0.399318056,0.8982678918271474,0.8636617284102067,0.8653475817459212,0.8470139806264422,0.9073078419581904,0.8860768806327018,0.887772009278692,0.8749888359630843,4.7778642425099935,4.859003126724297,4.864096616222983,4.878944626376898,2.23505817006225,2.2652574669751253,2.2551790757402754,2.282537345780847,2.1211484363115005,1.961911310823396,1.9504908358363373,1.9187707230427264,0.5766331880987838,0.5474393873895016,0.5437367043197376,0.5422205908529705
22,2,A549,4,28,AFA,56184,119021,709,927,366,580,514.5754485262709,734.6694076605439,1.773468976883741,60999,0.9078518055949827,267.46156841946544,1,0.4720511506372825,0.5638666438683098,426.9805429205921,453.9273069556402,85.61541917201598,32.64919755261684,29.68164415931166,184.59525768655163,179.02917845427763,-47.48469939,1118.9818895055196,0.9210642797422909,0.2603801411308191,0.2447541373655795,0.26036726087451384,0.25926294617037393,0.168751722237531,0.2059678393477276,0.16706443914081143,0.16834469274763827,0.839095272261199,0.8009890579391508,0.8414926310745166,0.840487987985116,0.6548412661981505,0.7347767950315951,0.6509451994909596,0.6539040923286495,0.10389016860824077,0.09469978723959163,0.10433843507384895,0.10399809713146338,2.273243699736864,2.3657989842826237,2.2710261616468657,2.273322448624864,-0.516022415,-0.447135998,-0.519907941,-0.519290248,0.8911901021618116,0.8625323373080555,0.8928536943447276,0.8927457741200329,0.9156241388812346,0.897242563792843,0.916467780429594,0.9158276536261808,4.280554790116653,4.320002264834667,4.27578483568937,4.2696475231604145,2.1044919774993325,2.158062695125197,2.1039617225060536,2.104977755877226,1.9287841874775076,1.863946882072483,1.9409061905319334,1.9424015842403506,0.5243839774287613,0.5174786803550493,0.5269926574181865,0.5276865692469981
22,3,A549,4,28,AFA,83847,239760,1428,1996,888,1552,1080.8895011151264,1752.9456987131323,2.5716203363602506,105632,0.889703878826355,326.73738094593523,1,0.3497122122122122,0.38885988956493966,563.0386893718756,645.7739542595381,111.31936040060597,36.11463861069619,30.364452901377952,283.5498192558056,257.04859574377787,-51.13422102,1646.084486609961,0.7937651469251742,0.037064800334672784,0.029202577674411985,0.03724386945291179,0.03730049361093279,0.5233064091092943,0.9711550589006885,0.581972671665351,0.5692167912875858,0.976433501398202,0.9555709296600674,0.9737317091553062,0.9744330242947535,1.1361531910650184,1.4601269829285588,1.2019437886101834,1.185119250190355,0.022742508634245737,0.018347625573484704,0.022068655834478042,0.02240858146995943,5.212972850262637,5.606438817525953,5.267208148082291,5.252643971569562,-0.576870356,-0.464757522,-0.560045649,-0.566694949,0.9926691730477905,0.9830769231766797,0.9916554567505305,0.9921145760515884,0.770396018973611,0.6837297141695515,0.7633311231951345,0.7682016959422909,14.340336082954392,14.556655651691345,14.377651440410421,14.338465505175144,4.620197763536608,4.605173473523092,4.6046595498634275,4.615632024799103,43.887738095341234,42.74594509513156,43.72792743612254,43.958286019360315,11.10276112611264,10.92927503850808,11.077475026947006,11.131875702661965
23,1,A549,4,29,AFA,63602,169372,1049,1199,727,673,855.169758812616,970.8051633596427,2.852882480836578,90925,0.9263400223468612,284.57087258580384,1,0.3755166143164159,0.3505226754754933,515.5874486392955,566.0141340991406,86.97700845625813,31.231969328087562,27.294688127912362,215.6689406234371,194.21581950839172,-20.31868194,1510.018469431979,0.6994995875721749,0.25367789244962274,0.2432942307769544,0.2637766870739864,0.25483142185330615,0.16280487804878047,0.19138595609183848,0.13704146988419488,0.15762706303113827,0.8551876276317212,0.8261929724814193,0.8804996699007274,0.8610188743860201,0.6409776858514545,0.7043617859279686,0.576437934464075,0.6286023926794275,0.10548022010707914,0.09809705123893948,0.11269555783353036,0.1068876911874737,2.297516477719569,2.366654297784994,2.2242846690191005,2.2853828666696394,-0.536647791,-0.48273227,-0.591556844,-0.548077572,0.9025389628239218,0.8821520698935871,0.9195839459911745,0.906585151451493,0.9185975609756099,0.9043070219540807,0.9314792650579026,0.9211864684844309,4.228757415952538,4.265996313055137,4.18892734683315,4.215572398858154,2.134711599670789,2.175268341693156,2.0872431991349054,2.1277558036385016,2.085689161324364,2.010895031325436,2.1565332804173174,2.1106962410835095,0.5621235098432864,0.5505702468543188,0.5733936875753773,0.5670808260286604
