ImageNumber,ObjectNumber,Metadata_cell,Metadata_hour,Metadata_site,Metadata_treatment,Metadata_treatment,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Texture_AngularSecondMoment_BF1_5_00_256,Texture_AngularSecondMoment_BF1_5_01_256,Texture_AngularSecondMoment_BF1_5_02_256,Texture_AngularSecondMoment_BF1_5_03_256,Texture_Contrast_BF1_5_00_256,Texture_Contrast_BF1_5_01_256,Texture_Contrast_BF1_5_02_256,Texture_Contrast_BF1_5_03_256,Texture_Correlation_BF1_5_00_256,Texture_Correlation_BF1_5_01_256,Texture_Correlation_BF1_5_02_256,Texture_Correlation_BF1_5_03_256,Texture_DifferenceEntropy_BF1_5_00_256,Texture_DifferenceEntropy_BF1_5_01_256,Texture_DifferenceEntropy_BF1_5_02_256,Texture_DifferenceEntropy_BF1_5_03_256,Texture_DifferenceVariance_BF1_5_00_256,Texture_DifferenceVariance_BF1_5_01_256,Texture_DifferenceVariance_BF1_5_02_256,Texture_DifferenceVariance_BF1_5_03_256,Texture_Entropy_BF1_5_00_256,Texture_Entropy_BF1_5_01_256,Texture_Entropy_BF1_5_02_256,Texture_Entropy_BF1_5_03_256,Texture_InfoMeas1_BF1_5_00_256,Texture_InfoMeas1_BF1_5_01_256,Texture_InfoMeas1_BF1_5_02_256,Texture_InfoMeas1_BF1_5_03_256,Texture_InfoMeas2_BF1_5_00_256,Texture_InfoMeas2_BF1_5_01_256,Texture_InfoMeas2_BF1_5_02_256,Texture_InfoMeas2_BF1_5_03_256,Texture_InverseDifferenceMoment_BF1_5_00_256,Texture_InverseDifferenceMoment_BF1_5_01_256,Texture_InverseDifferenceMoment_BF1_5_02_256,Texture_InverseDifferenceMoment_BF1_5_03_256,Texture_SumAverage_BF1_5_00_256,Texture_SumAverage_BF1_5_01_256,Texture_SumAverage_BF1_5_02_256,Texture_SumAverage_BF1_5_03_256,Texture_SumEntropy_BF1_5_00_256,Texture_SumEntropy_BF1_5_01_256,Texture_SumEntropy_BF1_5_02_256,Texture_SumEntropy_BF1_5_03_256,Texture_SumVariance_BF1_5_00_256,Texture_SumVariance_BF1_5_01_256,Texture_SumVariance_BF1_5_02_256,Texture_SumVariance_BF1_5_03_256,Texture_Variance_BF1_5_00_256,Texture_Variance_BF1_5_01_256,Texture_Variance_BF1_5_02_256,Texture_Variance_BF1_5_03_256
14,2,MCF7,0,16,1xroi,1xroi,23258,30420,1569,1356,1400,1176,1484.3339496087367,1266.6415426949866,1.122370253111333,23447,0.5574594660278247,172.08429716697108,1,0.7645627876397108,0.8909715819961289,188.89468932218725,190.057885919001,78.26237921249263,28.310483282483236,25.019992006393608,156.46106727799886,156.82115647385618,-35.43153056,572.7422074112307,0.991939267283661,0.22822249954291046,0.2131912970539058,0.22608282874788577,0.21912659819086094,0.5366311834690043,0.6868359855911722,0.5399098737339936,0.601905794156167,0.25236535002754545,0.04846046393030021,0.2478898114425301,0.16308569741854473,1.161192026278067,1.26917973973034,1.1640737139122446,1.2111526140540907,0.04911449022524413,0.04418729746626042,0.048686769724251344,0.046688803597261026,2.4247481778939766,2.47756048266165,2.431447405300958,2.4587106098097133,-0.042479152,-0.005550437,-0.038937048,-0.019893884,0.3160511200094312,0.1170263614195286,0.30337822020552824,0.21955447813266699,0.7783900323772879,0.7343282747556042,0.7746662257460875,0.7581748253791737,3.055997853117452,3.059915188545894,3.0620175790835673,3.0674253714492163,1.8555062176346853,1.778664254924884,1.856298095371481,1.8296784297240363,0.8989127242104384,0.7567950135539032,0.8958102692666703,0.8364871029411685,0.3588859769198609,0.3609077497862696,0.3589300357501659,0.3595982242743334
14,3,MCF7,0,16,1xroi,1xroi,29996,38220,1082,1719,887,1523,982.609881317509,1619.7642352313642,1.1178566549641147,30204,0.4743506733485793,195.42797492650826,1,0.7848246991104134,0.8945690805339455,208.3892715875628,210.63950246807934,92.13034245024816,32.369722292878826,28.635642126552707,184.55486988968892,183.45257374420535,-43.31825081,649.1269837220809,0.9931134949013376,0.25486045452309897,0.24035734273428197,0.24706054791787682,0.24169966604574586,0.3917149159084643,0.49340489721462155,0.4356845043244547,0.4601924149470162,0.3199187539742112,0.14560741434228683,0.24403091606104862,0.20217198888595653,1.0020723553886113,1.1053469986976194,1.0483711909191642,1.060244924311632,0.06575823885877516,0.0587346181669937,0.06233078973866828,0.060432825052591885,2.1595093749381205,2.2173269433660128,2.190653230268038,2.2077222714204248,-0.069083388,-0.020477594,-0.041570499,-0.027640287,0.37838716325903865,0.2117519009890207,0.29800353366098525,0.2449524769078023,0.8129928315412187,0.7787658738511191,0.7972089176803007,0.7842512548800893,3.096567411083541,3.0958745527257423,3.0927948726784056,3.0961377579475733,1.7433926057317182,1.681239830872367,1.7220982222492232,1.7147651810440236,0.7602501417888003,0.6615791358801832,0.7169671413072258,0.6934206659084161,0.28799126442431655,0.288746008273701,0.28816291140792094,0.28840327021385725
15,1,MCF7,0,17,1xroi,1xroi,30934,44084,1877,1423,1663,1217,1776.4592034654424,1310.8083338721149,1.1656804779056578,31559,0.4939689529610598,198.46005158932496,1,0.7017058343163053,0.8578680169686543,214.19344544203028,213.9369065869655,88.95504482602435,31.802249564053703,28.284271247461902,182.1362031900104,186.23681878740618,54.33100301601123,673.1513703397204,0.9801958236953009,0.2521295175346718,0.24345000557961735,0.2564114362212784,0.239586586504475,0.403791500886021,0.46499138717195265,0.3899621656008304,0.4800095031224545,0.3318879530402241,0.23195319180132218,0.3549412898271623,0.20786849469698362,1.0090718567692152,1.0775800398243998,1.0007036718595215,1.0812128209949308,0.06441216844728362,0.060390524844056916,0.06596281229547915,0.0593051401530865,2.199458900036315,2.2425744634357487,2.188066330398461,2.2531018759174,-0.071968449,-0.035564056,-0.082449839,-0.027919825,0.3891374234807641,0.2792664296938254,0.4141498583768591,0.24860487866101547,0.8061285900565048,0.7874050055730063,0.8139384605082532,0.7782819712191148,2.987896619746565,2.986219475124126,2.9890849432484012,2.9894447461308715,1.7741548448008921,1.743054112154132,1.7738265781570315,1.7403407236623503,0.8049623383044633,0.745849885022146,0.8191127897511965,0.731934473121326,0.30218845979762143,0.3027103180485251,0.30226873883800653,0.30298599406094473
15,2,MCF7,0,17,1xroi,1xroi,29932,43860,1772,1538,1568,1323,1660.1802752906588,1434.9396966457302,1.1540571313613908,30181,0.31976549107581975,195.21937929676164,1,0.6824441404468764,0.8665082280808263,201.86637937176823,215.6965461012299,90.50966799187809,31.516316013878768,28,186.67619023324855,191.26773193954838,-18.46074024,658.8498551495554,0.9917497763493589,0.25880258695751357,0.23841326687395978,0.26053350233644473,0.24323047288420457,0.3849485464814109,0.5069648607027861,0.39585710827540893,0.4676827349949313,0.43122932136599657,0.2528390186120096,0.41484239245977,0.31057366738511266,1.0066477787668915,1.1386940958779117,1.0249898593562765,1.0935544658325986,0.06186480008006184,0.05458958818630339,0.061813156107015564,0.05662076394598043,2.2576544270034806,2.3497611506040856,2.2623774315450498,2.326467379304285,-0.117043581,-0.044069907,-0.111447748,-0.061939416,0.4946937218884508,0.3169758429197293,0.4840859521846116,0.3717217034435302,0.8218703440629223,0.7864908878293023,0.8224885015734689,0.795702203697573,3.0089047503551507,3.0151546969060616,3.004149808071377,3.010277204879924,1.8465038645238818,1.8061118321502005,1.8359175659875957,1.8290030464505957,0.9686674570929181,0.8500783290018106,0.9571360107560061,0.8890473835692454,0.3384040008935836,0.3392607974261477,0.33824827975785476,0.339182529641044
16,1,MCF7,0,2,1xroi,1xroi,34996,45018,818,885,635,639,728.9621099554234,761.0686935649788,1.1554153807910623,35204,0.6972415023554454,211.08834905686234,1,0.7773779377138034,0.8654896036742594,249.75668882121738,252.77064703006954,90.44888059008801,33.48627001741344,30,180.84264303106593,179.03466182898575,-16.5665038,712.8254685319159,0.9940915805022157,0.22838399413555546,0.22095071289659557,0.23679670641683848,0.2242090019654226,0.532280992714565,0.6436139876932313,0.49088935183826776,0.5941796107837886,0.22483275297632135,0.06324449869874409,0.28326043837738407,0.13805935221093987,1.1512872043630449,1.2338949294840966,1.1236263259171695,1.2085900209543934,0.05300129675652263,0.04886549308558249,0.05542378916323281,0.05071623003200599,2.441210140027063,2.476872477090665,2.4109988465737637,2.463588641462398,-0.033236937,-0.005772207,-0.055071428,-0.018775008,0.28142021329064315,0.11931511864923504,0.35724749622442925,0.2135858317593114,0.7730816937329928,0.7403059918249155,0.7910911202895524,0.7609502504804814,3.3209441449979273,3.328710790935014,3.3214400985886563,3.3160745105040763,1.8585151642723006,1.7837220265991935,1.8712276448501755,1.8224414316512152,0.8410510069495185,0.7305204300906727,0.8788950946263672,0.7845223040357592,0.3433329999160204,0.3435336044459749,0.3424461116161579,0.34467547870488646
16,2,MCF7,0,2,1xroi,1xroi,27044,33660,542,1157,389,937,464.4036385150126,1046.6616254991866,1.166140011174315,27251,0.7207530227104318,185.5626316040429,1,0.8034462269756387,0.8575299624553572,223.00068014525814,220.7826985975124,76.4198926981712,29.28649022962015,26.30589287593181,152,154.58227643525655,-0.542911007,629.5290039756342,0.9924039484789549,0.276041496555973,0.26897285997297216,0.27968829149510466,0.2713997436011475,0.46384520505704596,0.5149684259764559,0.4293922904220099,0.5060761860247721,0.13475416184201164,0.04506788146277354,0.2053256761891046,0.057672328748958335,1.0752686863370218,1.1091634778102923,1.0501884906976848,1.108823119344512,0.06026959974703931,0.0576837383338525,0.06309480961397237,0.05793867134072874,2.1417732777057656,2.16246868899277,2.13235791989972,2.1546852184746474,-0.014989897,-0.003852952,-0.033072363,-0.005265368,0.1784091407276961,0.0911768754251857,0.26305369782399973,0.10635179685890372,0.7865325316065371,0.7669330318858658,0.8025191217321817,0.7713601308716989,3.342738205365402,3.340882513448195,3.3289698999200885,3.3412401651476205,1.6333909725949751,1.6003192428647415,1.6604256880296058,1.598192160804546,0.6083245404675832,0.5635761448466319,0.6512825912398021,0.5680219254164385,0.268042436381156,0.2696361427057714,0.27016872041545303,0.26852452786030323
16,3,MCF7,0,2,1xroi,1xroi,24819,31635,1732,1779,1561,1594,1644.6332245457108,1683.8053910310648,1.1516883771572772,25121,0.4172732046846194,177.7653854404226,1,0.7845424371740162,0.8682904332752832,186.64856201529352,190.8821626030049,83.95236744726142,29.353150942668282,25.942243542145693,167.62327098469876,169.62268395462792,-25.85610767,599.3279938488575,0.9879781855817842,0.2585992566248309,0.24131255513459662,0.2562467854188301,0.24491532654615902,0.376663040749728,0.4731888070190383,0.37738607409882635,0.44102933695099206,0.37182785605898444,0.20814779644547468,0.36704759888960364,0.2594975821658229,0.9932329278481655,1.0885321661875917,0.9859494116155714,1.055373044589627,0.06773941646824803,0.05979346807436845,0.06707726367146312,0.06197704092086269,2.1972764778771263,2.266894668050382,2.1947201477858105,2.2446728260966324,-0.093673291,-0.030774808,-0.090000407,-0.045904474,0.44069986742405554,0.26153706773849855,0.4322554385271155,0.31637085054497727,0.8220609154045685,0.7852293538907108,0.818524706570319,0.7958156689842293,3.1858840264413018,3.197325269389667,3.1832839062695797,3.1876801763608613,1.7890849528407162,1.7461021460836164,1.7915809585687446,1.7641303842277818,0.8225720554983393,0.7219554506971217,0.8150766559161724,0.7501331125678519,0.29980877406201634,0.2987860644290401,0.2981156825037492,0.29779061237971005
17,1,MCF7,0,3,1xroi,1xroi,31556,42427,834,976,631,767,735.7225250348587,868.5675307390037,1.1389291760233555,31954,0.36703613234079707,200.44537179406962,1,0.7437716548424352,0.8780177214280912,208.1755511543139,217.3131381210073,95.25754563287887,32.94962740061231,29.068883707497267,193.10740687046496,193.64628941984,-26.08257551,672.0386719675123,0.987544595355824,0.2663764635523641,0.24601100226422057,0.27506415027837455,0.2526143426009727,0.38331694526384796,0.5078252201362352,0.3544067574646412,0.4591961830290581,0.4029083939119761,0.2076790537676702,0.4474211230795824,0.2859714013008947,1.0054716414574791,1.1335278772793382,0.9724730425559482,1.088448433949622,0.06753570939392503,0.05807589120578764,0.07091908072881867,0.06127155132809316,2.29510589160662,2.385023412123927,2.2604804866292185,2.360264789655838,-0.106695176,-0.03110351,-0.134348905,-0.055300081,0.47741726735206486,0.26941665758235794,0.5271422969755714,0.35442197039480966,0.8218715175352345,0.7806180428642633,0.8341507333682557,0.7962857426857957,3.425073746312685,3.4255191892340924,3.4260411210057624,3.4306683012491304,1.8698895415872012,1.8125995141482514,1.8703503640751435,1.842494568891963,0.9006299109823246,0.774042241657023,0.9283305032854869,0.8270161167742547,0.3209867140615432,0.3204668654483154,0.32068431518753293,0.3215530749508293
17,2,MCF7,0,3,1xroi,1xroi,35281,46189,699,1104,478,895,585.2593747342762,997.7276721181372,1.1248149248272878,35541,0.19336718702599348,211.9461355576017,1,0.7638398752949837,0.8890351451849264,214.16121497158758,221.472345903501,103.24727599312246,35.12014051833597,31,208,210.11923476561665,-87.23066952,706.1808075912433,0.9926845052193242,0.24224096832836975,0.22687819818523344,0.24100786773429764,0.2290774161762451,0.4392531556802243,0.5668718191501952,0.4495157845460662,0.5405701429797816,0.33753253357732116,0.14721196215069854,0.3241286479780676,0.19071783826405653,1.0590038868230884,1.1692094692247683,1.0719564550955991,1.1560867607331657,0.05738953349074669,0.05130296650752051,0.05697401730696463,0.05233461494011823,2.3642655019604457,2.437537724411455,2.3734156280876184,2.43052307548419,-0.071194468,-0.014180793,-0.066611698,-0.024499851,0.400191271048696,0.18497040859466882,0.38842123213747903,0.24187750578006978,0.7981854838709677,0.7564031246301338,0.7963778928581877,0.767795506349723,3.345576203833567,3.346845780565747,3.341701044501009,3.340132026879015,1.8812713543828785,1.812854725028096,1.8765670917237556,1.8314356040061213,0.8868592285314527,0.762583553089371,0.8806657158276359,0.7953548743719878,0.33152809605291944,0.3323638430598912,0.3325453750934253,0.33398125433794146
17,3,MCF7,0,3,1xroi,1xroi,26065,32940,1504,1378,1324,1195,1412.6983310953385,1288.253059658546,1.1061167760965955,26247,0.3234919714755952,182.1729637831092,1,0.7912871888281724,0.9040636771905097,187.3992417030798,188.04254837669055,87.5956619930462,30.312141242388783,26.832815729997478,175.1901823733282,177.32295593602916,-29.87764537,601.9137802864846,0.9930658741951461,0.2492629392630302,0.23074078105894408,0.243522000968849,0.242670892950052,0.43514910536779317,0.5996280874802927,0.4700973574408901,0.4839919354838711,0.34392829426791205,0.08748596633285124,0.2776707573931361,0.25635837448598675,1.0605865703301123,1.2047417092346757,1.0913514948453293,1.1058827715621762,0.0580482563422206,0.05033376198344842,0.056002094720663455,0.05520829521476473,2.356545743385602,2.4271711577166517,2.365439493878131,2.3753084176826422,-0.075106199,-0.010055052,-0.050782767,-0.043000339,0.40985190585944453,0.15566074631499333,0.3405292090328454,0.314833448635522,0.8029900596421471,0.7538212584625554,0.7906536856745479,0.7862507115749525,3.3743141153081515,3.363180660548976,3.363322074309557,3.3684274193548385,1.8776062655363637,1.7725194053531363,1.8515085785142804,1.841801345121437,0.8913799967590066,0.7146050428761743,0.8315178332838347,0.8176886560223728,0.33163227553170094,0.3285582825891171,0.32540379768118166,0.3254201478765606
18,1,MCF7,0,4,1xroi,1xroi,23007,28545,270,1340,105,1167,185.43491111400877,1252.9934802451428,1.1033700301178881,23159,0.4009104516257412,171.15321266550006,1,0.8059905412506568,0.9063142669310642,178.93997791129476,180.42172818150257,81.27115109311545,28.478117137143457,25.059928172283335,162.22484396663788,163.92999989608194,-25.62034791,564.8010819142764,0.9934366768858759,0.2258524826425401,0.21443839836506062,0.2270000708314779,0.21748295301262738,0.5505374401589739,0.6856801140806844,0.5247047155351184,0.6125011456328476,0.24205419948495813,0.06232292509183549,0.2782634877866913,0.16136444977495099,1.1621387569197448,1.2496865687270784,1.1388467449241748,1.19954921407773,0.04164214631175593,0.03865473701258839,0.04221427051107848,0.04000518684370511,2.45275819586099,2.503459246079059,2.4417022388218825,2.485828482488458,-0.039284375,-0.005143258,-0.048674953,-0.017997533,0.30595753616071675,0.11325267856307213,0.33865517770471215,0.21009796802774933,0.7759611325906948,0.7363912620897762,0.7801706640321416,0.7534505241901448,3.2751332309637795,3.2751276507659046,3.271346136507078,3.2746769315369813,1.8805444603062722,1.8101177182587567,1.8934917421090196,1.858090603042172,0.9021718163205072,0.7768278909227249,0.9293015780526481,0.8482076103183633,0.36317731411986776,0.36562700125085223,0.3635015733969422,0.36517718898780327
18,2,MCF7,0,4,1xroi,1xroi,24858,32399,993,1416,812,1237,904.4666103467697,1326.26490465846,1.1342007012341828,25120,0.34576838098992585,177.90499881404872,1,0.7672459026513164,0.881678171166574,183.71130607060311,186.07794065928394,85.95929269136641,29.615070955360316,26,171.67008372765136,172.37997355510709,-41.9404068,595.2274887854693,0.9895700636942675,0.23804510802080264,0.22901275012708217,0.23164467724696255,0.22878452977330083,0.5902699545207993,0.8470877907964002,0.6739021539489063,0.6870716642693968,0.22336668076765376,-0.115119424,0.11137549132295647,0.10321835677359008,1.216152610173423,1.3880813586179512,1.272305055722758,1.2851242428327954,0.04784174489755595,0.040737664322951464,0.045349853940477906,0.04480764941864039,2.534265996289504,2.5636883975468825,2.5600481485162128,2.5746503259513647,-0.038461597,-0.015332129,-0.016408067,-0.015244729,0.307578031995208,0.19706907188647332,0.20363828616424867,0.19692480370921747,0.7745961972221609,0.7180368875478401,0.7547317140247316,0.7515274508144911,3.4930946718404474,3.506197996264222,3.4971614626815826,3.491115999661562,1.913238728199538,1.7355417959865225,1.8721455741130604,1.871455119313899,0.9298037788705127,0.6721894673350874,0.8428288102964743,0.8452337067403715,0.3800184333478285,0.3798193145328739,0.3791827410613453,0.3830763427524433
18,3,MCF7,0,4,1xroi,1xroi,27253,36481,821,1488,630,1297,724.1870986680366,1388.757567974168,1.147018978556568,27555,0.42314793182084615,186.2782792294029,1,0.7470464077190867,0.8718251560740696,195.88699233205833,196.5400722499104,86.6083136886985,30.68866918441182,27.018512172212592,173.42058610010056,177.48548763396667,-51.60953992,626.7544007200504,0.9890401016149519,0.23208269600543596,0.21866101533529736,0.23273139905485835,0.22174810820005733,0.45368821292775663,0.5778696441679866,0.45908434101452583,0.5284268062666,0.3401568683941128,0.16085551247488206,0.33042944961997495,0.23375440393372993,1.0748328298132437,1.1863272206446167,1.083414038003759,1.142435431565289,0.06129524150992498,0.054542655505449636,0.06106801536952222,0.05674583074298813,2.3931343533798928,2.4619875204641803,2.3944539207400286,2.4435715578871804,-0.071310338,-0.017987189,-0.067920797,-0.033739451,0.4027292349500929,0.2090512041517923,0.3936272130354501,0.2836185945404023,0.7941444866920153,0.7580767298999344,0.7939120845691688,0.7698756688094228,3.2631939163498105,3.2691341807363905,3.2676629401475394,3.264328881019284,1.8975483205622141,1.8359688523402196,1.8909752653892804,1.8662952339369798,0.921451395856522,0.7994131784178933,0.9121956256864205,0.8508354276161771,0.3437849021960706,0.34432070564646944,0.3428199916752366,0.3448155584706929
19,1,MCF7,0,5,1xroi,1xroi,43741,68562,1411,1325,1118,1091,1242.7833382867332,1202.0777759996342,1.4394214766632343,46949,0.6696728939781736,235.99315864291648,1,0.6379773052128,0.6947235512409677,282.18694459964195,295.4115772951358,95.50916186418976,34.736372452953866,30.675723300355934,203.7786355439949,209.5678808639939,-79.66791872,889.494516090228,0.9316705361136552,0.2921670929154662,0.2806459982781348,0.293719754689117,0.27909616034688517,0.3799502043500728,0.4443008900373241,0.3771875886860278,0.4340570007651109,0.2843450635408082,0.16356665423577185,0.28787952404494205,0.18431277761173076,0.9969254154744549,1.0627336147347926,0.9924338741946428,1.0459131159381518,0.06757248509443743,0.06206056123870174,0.06778718124787972,0.06236408149148631,2.0770939216449693,2.1167809834654983,2.071910111651882,2.1171773585378797,-0.060451885,-0.024516882,-0.062699358,-0.026282662,0.34849094165371,0.2262399676804649,0.3542706666999493,0.23414912621561237,0.8213839432517497,0.7971719781797301,0.8220769085233184,0.7972025631216526,3.324094517780805,3.3280218202698824,3.329651877778829,3.324933052792655,1.6644849115231943,1.629207510783753,1.6641592217847503,1.6443248603946239,0.6818749434786611,0.6180692134199415,0.6821488618778009,0.6302161393589323,0.26545628695718326,0.26559252586431636,0.26483411264095746,0.2660682850310101
19,2,MCF7,0,5,1xroi,1xroi,44239,63450,1423,1485,1141,1260,1289.959198896901,1364.9689640362576,1.3132008383126195,44917,0.6961461605956175,237.33277106109654,1,0.6972261623325453,0.7614981431819197,285.4029497590633,282.70479302622374,96.87620966986684,35.30198486432595,31.76476034853718,199.98083072917632,204.8908001112358,-70.93859064,854.4234482783626,0.9849054923525614,0.26181220477715067,0.2554111662375635,0.26241053952080917,0.256293295469754,0.4453077886533377,0.5013373730679102,0.4401951857299619,0.5020813245220008,0.18392871440024092,0.08352188350316561,0.19356824075804865,0.08182205681082838,1.0354799110622117,1.0752950329295803,1.0334430805962123,1.0847066913798025,0.0611331585651157,0.058378152796515835,0.06148026260624058,0.05829551753792197,2.148734881594522,2.173729962552182,2.1491564638839034,2.173694236565083,-0.026641149,-0.007023502,-0.026790757,-0.00658064,0.2374166292278358,0.12330543390637214,0.23809456098482124,0.11936929431084307,0.7859187270956068,0.7634198878026842,0.7886157222572434,0.7660614755062205,3.2685670547849885,3.2685397779724004,3.269547757465387,3.2685261400249286,1.6741216517162711,1.6349275587115357,1.6808290774325132,1.6315570286488783,0.6460375300979866,0.5927146594764867,0.6515157512096899,0.5915657800426963,0.2728363296878311,0.27351300813609924,0.272927734234913,0.27341177614117296
20,1,MCF7,0,6,1xroi,1xroi,24949,30960,1299,333,1119,161,1207.7262816144935,248.94148062046574,1.1054164310196992,25122,0.36170657620151037,178.2303380505058,1,0.8058462532299742,0.9046364536824759,184.77559987642584,187.09623192357455,85.75546629807339,29.60006366948451,26.076809620810597,171,172.26481152538062,-55.73716971,588.7005768508881,0.9931136056046493,0.25385206547582745,0.21963846541876522,0.2388747388471935,0.2353238102797478,0.5210261945286231,0.8565563362397358,0.6224375233897458,0.6886227544910182,0.47483798069595723,0.1509350759496026,0.3733792447291151,0.30857834873778317,1.1374596871119744,1.3853122575011436,1.2280972162574584,1.2698060693173285,0.04701099385871934,0.037888015262861244,0.04332666892651688,0.042092665665917635,2.567387021475734,2.739014279636273,2.64140551920938,2.6659126395150787,-0.162062664,-0.054447093,-0.110310995,-0.094556366,0.6034343050527109,0.37700378679736374,0.5151385482187503,0.4821598267938047,0.8223208251423717,0.7615734543793362,0.7997065879005449,0.7917712611094034,3.510523475445224,3.5049944975874032,3.5098756705060503,3.510247111410981,2.05153417672521,1.9928179094463876,2.0474350061026474,2.0341041142670413,1.4632231433008673,1.1610899284383631,1.3642107583789258,1.3032811820834578,0.4960623344573736,0.5044115661695234,0.49666207044216737,0.4979759841436202
20,2,MCF7,0,6,1xroi,1xroi,34672,43848,1110,764,878,575,993.526217120443,672.6138670973696,1.13893807647568,34912,0.6138838178469241,210.10892769003786,1,0.7907316183178252,0.8780108599884474,236.92305605490063,231.69807940507405,92.34717104492157,33.977230048165616,30.265491900843113,184.53108007106857,187.02620480344845,77.36641940771021,704.4406922210657,0.9931255728689276,0.2953654349001405,0.27742306245002796,0.28896656206096505,0.28526018851730806,0.41517936554995555,0.5415211369384562,0.445631415612318,0.5140299951620706,0.3070828895737,0.10063773339248142,0.25781749781557667,0.14579168872074447,1.0487723794280892,1.1741926464528347,1.0810987668198835,1.149916198107199,0.06126546708068639,0.053572260545749734,0.059083084203957636,0.056044743047222206,2.2258443820764557,2.2927648243103476,2.2498803038577253,2.2706046109184017,-0.073587311,-0.021295279,-0.055292713,-0.039667821,0.3954465166893036,0.21943696934925172,0.3465443371785219,0.2963052754315118,0.820700022671387,0.783192290525749,0.8107870051816382,0.797635817752355,3.47560035576638,3.474858484884981,3.4764860348531874,3.4759917755200775,1.7639721226656246,1.6925315694173906,1.7558019916487229,1.7032965567908525,0.7831728162702554,0.662712478467995,0.7552360645578986,0.6894937551331317,0.299588045455053,0.30105840385161287,0.30021687004255426,0.3008809375738002
20,3,MCF7,0,6,1xroi,1xroi,31532,42074,920,911,727,693,823.2510148420652,801.7210452873271,1.1500952298463571,31748,0.6368729606906007,200.36913266416352,1,0.7494414602842611,0.869493215908383,228.3203649664358,225.3619311241364,85.42247947700886,32.405551318176286,29,170.37203916149306,176.02786911184197,28.001757005883892,675.0681092190353,0.9931964218218471,0.29546882531236424,0.27818492142158013,0.2880555901333843,0.28036398799557205,0.39018461336311683,0.4977668971449366,0.4244119475251088,0.4887338518543246,0.3681038954342896,0.19820223362434347,0.31519999835045187,0.208751704362871,1.018127651159014,1.130353538926032,1.0538141692365635,1.1229369537806293,0.06269259920124609,0.05628835729237463,0.06074076225678554,0.05640629416585061,2.2313809000992406,2.3037307189467784,2.2585070310810873,2.298409379960668,-0.094742102,-0.038681882,-0.075398684,-0.038137136,0.4461156036699527,0.2947265336319888,0.4027238166203335,0.29237393349725593,0.826391170093949,0.797168094749727,0.8179418788813004,0.7974954297237806,3.486301819854148,3.4800013233202103,3.478359014623614,3.4945087959408485,1.802677020068267,1.7614523473083146,1.7997454945152238,1.7648388756898703,0.8447798390013563,0.7438601515184136,0.8151089242704064,0.746615038119046,0.30874111309111685,0.31040676216583707,0.3098802179488782,0.3088372224933429
20,4,MCF7,0,6,1xroi,1xroi,32046,47472,1726,1943,1542,1685,1627.6662609998127,1794.9966922548836,1.3426355372688061,33510,0.7426133013573293,201.9956297809015,1,0.6750505561172901,0.7448037626310737,254.4388905468462,258.81460546112925,88.19297024139736,29.58423695247337,26.076809620810597,182.39254518905244,170.40292893919477,-13.36341368,735.3107499061545,0.9563115487914056,0.25021238329422285,0.23389569658860662,0.25318449600432424,0.23638860736341535,0.4049871582301116,0.5091951750049436,0.39532866413930473,0.4925929559501619,0.3895217017488936,0.23303160347170318,0.403536650014626,0.25488842143568025,1.0272609995950224,1.1295614240209977,1.0159230084497741,1.1136972417146889,0.06525493752811502,0.0579224249353516,0.0662127246223043,0.058953683022391144,2.3449120827925447,2.422557442619034,2.335482057014261,2.407374666286484,-0.098878178,-0.037200225,-0.106144924,-0.044976881,0.46524137070119187,0.296205451477236,0.47992721364176755,0.3238099301946924,0.8124483890893721,0.7778327071386196,0.8162147400886719,0.7829392720494458,3.397347117916707,3.402742073693231,3.404709888838913,3.401909807384153,1.8978749752714699,1.8532117562671369,1.901082828220844,1.858028992790699,0.9217992628116018,0.8186174892712632,0.9302470452450073,0.8296062156136124,0.331696605260428,0.33195316606905223,0.33139392734607886,0.3305497928909449
