ImageNumber,ObjectNumber,Metadata_cell,Metadata_hour,Metadata_site,Metadata_treatment,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Texture_AngularSecondMoment_BF1_5_00_256,Texture_AngularSecondMoment_BF1_5_01_256,Texture_AngularSecondMoment_BF1_5_02_256,Texture_AngularSecondMoment_BF1_5_03_256,Texture_Contrast_BF1_5_00_256,Texture_Contrast_BF1_5_01_256,Texture_Contrast_BF1_5_02_256,Texture_Contrast_BF1_5_03_256,Texture_Correlation_BF1_5_00_256,Texture_Correlation_BF1_5_01_256,Texture_Correlation_BF1_5_02_256,Texture_Correlation_BF1_5_03_256,Texture_DifferenceEntropy_BF1_5_00_256,Texture_DifferenceEntropy_BF1_5_01_256,Texture_DifferenceEntropy_BF1_5_02_256,Texture_DifferenceEntropy_BF1_5_03_256,Texture_DifferenceVariance_BF1_5_00_256,Texture_DifferenceVariance_BF1_5_01_256,Texture_DifferenceVariance_BF1_5_02_256,Texture_DifferenceVariance_BF1_5_03_256,Texture_Entropy_BF1_5_00_256,Texture_Entropy_BF1_5_01_256,Texture_Entropy_BF1_5_02_256,Texture_Entropy_BF1_5_03_256,Texture_InfoMeas1_BF1_5_00_256,Texture_InfoMeas1_BF1_5_01_256,Texture_InfoMeas1_BF1_5_02_256,Texture_InfoMeas1_BF1_5_03_256,Texture_InfoMeas2_BF1_5_00_256,Texture_InfoMeas2_BF1_5_01_256,Texture_InfoMeas2_BF1_5_02_256,Texture_InfoMeas2_BF1_5_03_256,Texture_InverseDifferenceMoment_BF1_5_00_256,Texture_InverseDifferenceMoment_BF1_5_01_256,Texture_InverseDifferenceMoment_BF1_5_02_256,Texture_InverseDifferenceMoment_BF1_5_03_256,Texture_SumAverage_BF1_5_00_256,Texture_SumAverage_BF1_5_01_256,Texture_SumAverage_BF1_5_02_256,Texture_SumAverage_BF1_5_03_256,Texture_SumEntropy_BF1_5_00_256,Texture_SumEntropy_BF1_5_01_256,Texture_SumEntropy_BF1_5_02_256,Texture_SumEntropy_BF1_5_03_256,Texture_SumVariance_BF1_5_00_256,Texture_SumVariance_BF1_5_01_256,Texture_SumVariance_BF1_5_02_256,Texture_SumVariance_BF1_5_03_256,Texture_Variance_BF1_5_00_256,Texture_Variance_BF1_5_01_256,Texture_Variance_BF1_5_02_256,Texture_Variance_BF1_5_03_256
6,1,MCF7,0,0,1xroi,27309,35136,387,615,204,423,295.91834193855505,518.8511479731957,1.116100570240513,27487,0.5307213300442569,186.46956514984572,1,0.7772370218579235,0.8959766052126522,202.57981366157128,202.85216291674092,86.2670273047588,30.80051499020222,27.202941017470888,172.5185713439673,171.69578815837517,-38.39620601,618.8843430349616,0.9935242114454106,0.26144719421549484,0.25327048331497887,0.2658930180153216,0.25999307493905754,0.4627500094880262,0.5600463678516229,0.4253997120557704,0.47536898600728383,0.1746160585668536,0.0015046770492298718,0.24138876619182456,0.15325889409183552,1.075982168293712,1.143552185544977,1.0389411594601639,1.0896187880904935,0.06038599763321695,0.05554109682304966,0.06298070733008596,0.05965164018826554,2.1990147218994305,2.2227332494662355,2.179839012354925,2.20510973743416,-0.022907009,-0.002512895,-0.040158946,-0.019096067,0.22289004659172543,0.07467872559926407,0.29233501824800256,0.20401905249352784,0.7876162283198601,0.7507650695517774,0.8006213533378801,0.7841671458692734,3.302554176629094,3.306568778979907,3.3000681973175725,3.3018209699060765,1.6883718253683193,1.6044273604130805,1.7150868328626252,1.6790074231151009,0.6585463624392922,0.5617342854549232,0.6961225989711597,0.6474511598209478,0.28032409298182914,0.28044516332663605,0.28038057775673364,0.2807050364570589
6,2,MCF7,0,0,1xroi,32475,40994,809,807,610,601,710.1257890685142,703.4178906851424,1.111887757877503,32687,0.3899962550888348,203.3431931864807,1,0.7921891008440259,0.8993713555304476,212.00828800423938,214.89532335534898,97.16480844420988,33.77516902106957,29.832867780352597,196.5756851698602,195.2207175680155,33.28611571395973,673.6122650963196,0.9935142411356197,0.27094283782411305,0.24288866517510338,0.26230892297241215,0.2447721840592846,0.38343138813801875,0.5020913770913771,0.3831003811944092,0.48766149870801034,0.4273630282011768,0.25338043971989677,0.42847594135337935,0.27679808700955466,1.0137596369823714,1.1377724048335025,1.010947414583179,1.120616410849546,0.05917192165734452,0.05101847937686329,0.05756161784602309,0.052099288090734545,2.267864337740281,2.375490299816638,2.283725057171088,2.366671611549539,-0.136548668,-0.052452347,-0.124361473,-0.062188005,0.5317660858020586,0.34656566481212236,0.5111568455575866,0.3754029582985876,0.8365914341567443,0.7934739571504277,0.8285589356454144,0.7997861786336478,3.29747177611703,3.2961711711711716,3.2942185514612454,3.2928294573643413,1.843566753515919,1.8286010602221707,1.8694842569864485,1.842857602307645,0.9557465099761906,0.8428810929655484,0.9575269306342413,0.8609563352562919,0.33479447452855293,0.33624311751423397,0.3351568279571615,0.33715445849107706
6,3,MCF7,0,0,1xroi,16095,19872,1369,753,1231,609,1299.8947499223361,678.3402298850575,1.102112915725722,16223,0.29958405953466,143.15303165672896,1,0.809933574879227,0.9073480454963344,146.70778520364019,146.44111444536333,68.3593446428504,23.886103281715233,21.02379604162864,137,139.9694832798638,-2.682781176,472.13203435596427,0.9921099673303335,0.2049782748364069,0.19241973328960546,0.20840893621858209,0.19041569336460817,0.567609756097561,0.7007236274314546,0.5599480688088284,0.7187790311877904,0.33765315058212925,0.17809255815583877,0.3415534984372847,0.1641150154090431,1.189003449015133,1.2786816382451158,1.1783201026535581,1.291687263896809,0.04836058579751551,0.04427288165043602,0.0491097140945098,0.043922674913124064,2.6505777713166214,2.708338951832902,2.6288773671869516,2.7216361422152273,-0.070293305,-0.021608265,-0.076714258,-0.020303062,0.4190518805565963,0.23967822654990253,0.43495507973792974,0.23301216856617313,0.7744421145568922,0.7362078065488449,0.7796233519997767,0.7337050926746075,3.387382113821138,3.383456150833167,3.3740993184031156,3.3842070338420704,2.0489533754999925,1.9915161978266889,2.043081774806923,1.991251856154924,1.146325341793906,1.004392038291689,1.1408676162312794,1.0010246366326712,0.4284837744728667,0.4262789164307841,0.42520392126002804,0.429950916955117
6,4,MCF7,0,0,1xroi,18448,24150,1469,890,1319,729,1393.5076431049436,809.0355594102342,1.1151952390147515,18602,0.40953821323212475,153.26031163114044,1,0.7638923395445134,0.8967039716592372,160.5275551087881,163.27277789025334,73.53910524340094,25.482666647775932,22.47220505424423,147.07821048680188,146.44815903088332,-25.97902975,508.45793616376875,0.9917213202881411,0.19989349850716945,0.19354754384792588,0.20146789754308933,0.19778212599261505,0.6907555404409681,0.7964566020313942,0.6436320488190754,0.7427750646365987,0.14786095852898393,0.025120801004094192,0.20844103327083136,0.08379771418987797,1.2839159679410868,1.3493086097022022,1.2410363147803598,1.3159262201011273,0.04747430921436618,0.044403002303500146,0.049391446494945944,0.04613359780969543,2.6696268438175825,2.695025133686905,2.654072752619059,2.6790586503634195,-0.018312448,-0.004461737,-0.030321267,-0.01089715,0.2194123062718442,0.1094488580425664,0.28011466163567333,0.170080555220787,0.7408980732235081,0.7142167046874152,0.7502678933478691,0.7295692583267147,3.4120614407980496,3.3987188365650964,3.3946773646739743,3.4121229531743746,1.9471603053068232,1.8857239914796207,1.9757540842406094,1.915855957554477,0.9304717636115285,0.8375029754254282,0.9826069955787293,0.8786464841643369,0.40530682601312407,0.4084898943642039,0.40655976109945025,0.4053553872002329
6,5,MCF7,0,0,1xroi,24120,31122,1311,966,1140,784,1225.4083747927032,876.7051824212272,1.1059798879883287,24292,0.3794677979060519,175.24422335418686,1,0.7750144592249856,0.9041755739509008,182.28556527102404,183.17477992343814,84.0535543567314,29.195927513768375,25.709920264364882,168.99852070358486,168.65150640071087,-23.00049329,578.98484809835,0.9929194796640869,0.2511672279828574,0.23872998386394,0.24529095501151965,0.23057562022392172,0.4214562688496338,0.510984682713348,0.4412207178164625,0.5330279232111694,0.3847628894624093,0.25550758814027696,0.35821781839371053,0.22802420052156588,1.0485482506921553,1.1397272686297502,1.068100048871846,1.1500693501780506,0.05940002725470666,0.05427755214958604,0.05781119654598673,0.05281033912122699,2.374768028388021,2.4406178016378854,2.397451258233173,2.4634601139067773,-0.096318209,-0.044887701,-0.081530803,-0.03264518,0.4621829495853116,0.32560315134713175,0.4293629124614743,0.2801818737845712,0.8104635425906683,0.7837899343544857,0.802033096926714,0.7710191458782466,3.415079707022835,3.4173304157549236,3.4100580270793035,3.405715532286213,1.9167480804316883,1.8780439551684325,1.9149948107907317,1.878036158131352,0.9486050022637649,0.8617215385278332,0.933765158893765,0.8479167218704422,0.3425153177783491,0.34317655531029656,0.34374646917755713,0.3452361612704027
6,6,MCF7,0,0,1xroi,17369,22192,1044,1377,898,1225,970.3525821866543,1300.221889573378,1.1029981003872091,17510,0.272482447342048,148.71078525952663,1,0.7826694304253785,0.9066198750922132,151.62324980719902,151.8453160291749,72.27724399837061,24.91409972515514,21.93171219946131,144.64067383796953,145.88594030741743,-11.56749953,490.65894629054543,0.9919474585950885,0.27918893791206234,0.2632731467020433,0.2771402499421351,0.255564620556495,0.4111626226744536,0.529148531845767,0.4162509766211912,0.5186841460426366,0.3637919714260372,0.1830824813017628,0.35176628572421453,0.19779305621861273,1.0393886025246648,1.150750300626205,1.0367213591781934,1.1314705706354438,0.05616266188372052,0.050590897506069085,0.05555955502276574,0.049739654329096814,2.286870607959291,2.355846090557823,2.285340653238123,2.3676258235962173,-0.094112099,-0.038863404,-0.089091675,-0.027653064,0.4496243600571603,0.2985700558412446,0.43808971331144103,0.2534446778142184,0.8215588560854947,0.7899766807307166,0.8175337938806473,0.7783060723959725,3.4564994882292734,3.4592043155765344,3.4681170743434095,3.4661234991423675,1.8409837093571162,1.7925506165068668,1.8495280358317123,1.8104811307738204,0.8813788235442033,0.7663274978248111,0.8680110648439943,0.7744588516923354,0.32313536155466416,0.32386900741764535,0.32106551036629627,0.3232857494337438
6,7,MCF7,0,0,1xroi,18623,24124,1440,1529,1292,1366,1365.6084411748914,1448.2330451592118,1.1072626869893634,18773,0.4087470302283343,153.98551893474573,1,0.7719698225833195,0.9031280578224761,161.23927038300258,162.74212730574712,73.824115301167,25.676955139365923,22.627416997969522,147,147.15465288334082,-6.965052703,509.04372260139564,0.9920098013103926,0.20416194760044187,0.18873374538354992,0.21193427780801996,0.18828245602824042,0.5587558250519342,0.7081074912991384,0.5212771906279708,0.7239788070415313,0.39874082938094707,0.24096787459701724,0.43889178454561023,0.2218948018252227,1.192275735905389,1.310825433559437,1.1604836883820542,1.3218374397877655,0.0485299710771924,0.043456883411265905,0.05039807628522985,0.04319290149798819,2.6789300977052175,2.762135138217363,2.645322961791765,2.7633148610738516,-0.092925459,-0.04014219,-0.114942222,-0.037351975,0.47934712962815884,0.32708190175358665,0.5251057970451514,0.31597019037004825,0.7789601270860373,0.7454713567974118,0.7914332047195661,0.7439030030060221,3.277861995396103,3.29223483767901,3.2712632108706594,3.292428644676123,2.0838519610750326,2.0440913438526582,2.084078970610564,2.0359380930605915,1.299863061298339,1.1577094289614944,1.3367501070327368,1.1368976110566589,0.46465472158756693,0.46645423006515907,0.46450682441517666,0.46521910452454707
6,8,MCF7,0,0,1xroi,14726,19176,1094,1587,958,1446,1025.9280863778351,1516.2162841233194,1.1106147981547232,14861,0.45067291007026705,136.92963717095728,1,0.767939090529829,0.9004021931469771,144.96130968560402,144.9413674559475,64.66065264130884,22.804415781774964,20.09975124224178,128.69343417595164,129.40538910567452,-37.93849115,453.34523779156063,0.990915819931364,0.20126965998553858,0.19628571613821247,0.20151363538151096,0.19897803084170723,0.733314318311466,0.8734131037501823,0.7315961839669656,0.8562739845051047,0.1322638900166751,-0.034417054,0.1327721398264807,-0.0087473,1.3089829486544844,1.394933025384241,1.3057565717175845,1.3928925074406153,0.043500825390903004,0.04007871286041923,0.04366675181341697,0.0403890846069543,2.7068092287634027,2.72214499522075,2.702500187569251,2.721887026046291,-0.015018677,-0.004091574,-0.015617707,-0.006427726,0.20033158411638988,0.10535008817702059,0.20407583571659077,0.13190456409403029,0.7355000993771504,0.7019360348838206,0.736191814484148,0.7131589974677539,3.477752424415288,3.472858602072086,3.4673216574113632,3.4707117515024253,1.967558781657896,1.868808540309968,1.964123698714182,1.8844746196966917,0.9568638588432368,0.8152928206603516,0.9556101837357112,0.8414237132345779,0.42254454428867616,0.42217648110263406,0.4218015919256701,0.4244244244349198
6,9,MCF7,0,0,1xroi,13273,16896,1697,1752,1565,1624,1630.1184359225495,1686.7453476983349,1.107986584668952,13403,0.35145732493911647,129.9988787538947,1,0.7855705492424242,0.9025380034712094,134.40584337992829,134.41726079637243,62.625873247404705,21.737675538638467,19.1049731745428,125.66025624675449,125.83127521243433,52.655781413133326,429.88939366884495,0.9903006789524733,0.18053659713697787,0.1739465540464269,0.18063393044376655,0.17631288590889532,0.7804163698250612,0.9835946339098108,0.7918021089352256,0.9392906419933447,0.18493193408046646,-0.032121834,0.15723310086308515,-0.004751908,1.3487657417110421,1.4511539010416408,1.3541995481544993,1.4390738314774203,0.044698983151206025,0.04038096103255956,0.044393774057025236,0.04100959487116279,2.843898724419812,2.864137654475519,2.8296613007383935,2.8416902170521823,-0.02169098,-0.003606346,-0.016465242,-0.005688732,0.24588314667918193,0.10146121322404916,0.21422284798858565,0.12681096989773727,0.7243936282658396,0.6779989351486512,0.7207740846279047,0.6948027518774736,3.4413836776695956,3.4338936479715527,3.4300325061444537,3.435841246652057,2.0583772894542043,1.9388163551696844,2.0379190436832118,1.9568122660223284,1.1345558943492708,0.9223715050946151,1.0872515410031358,0.9304060145668771,0.47874306604358274,0.47649153475110584,0.46976341248458997,0.4674241641400547
7,1,MCF7,0,1,1xroi,13556,17375,1668,184,1543,45,1604.9860578341693,114.3609471820596,1.1135946335691518,13683,0.47784262933790667,131.37745342496888,1,0.7802014388489209,0.8979928331684999,140.23609233309978,138.70832707519762,60.63827174318213,21.801764582071847,19.235384061671343,121.01465683879503,123.18975827040477,-16.92219226,435.5462479183374,0.990718409705474,0.18299933652073985,0.17285232376397372,0.18390923117681404,0.18166837856147738,0.8323614026903041,1.0638805021452407,0.8423169128451008,0.8777171765077859,0.1714369582584437,-0.067144829,0.16487766751752359,0.12043933683426886,1.3795168868937695,1.4985670340319475,1.3932207366633467,1.4018954745367085,0.043047907247594934,0.03782262933115965,0.04268001112015087,0.04214311521010317,2.824763866278725,2.8374005655320773,2.8257611906973663,2.8259502342594147,-0.01694785,-0.00469529,-0.017477444,-0.008589266,0.21710766846326773,0.11517379349360073,0.22045790041288257,0.15518633925589073,0.7104840443291849,0.6647713145324872,0.7143462813940052,0.6999576876043279,3.218334499650105,3.219609089464484,3.2172299126131003,3.2100229230890833,2.0361227632387475,1.924951566007939,2.035434775724615,2.005544459008679,1.1768071475765893,0.9300016269442413,1.1749130906712413,1.11809098832917,0.5022921375667226,0.49847053227237037,0.5043075008790852,0.49895204120923786
