index,fret_cell_Ed_averages,fret_cell_Ed_variance,aggregates_average_value,aggregates_pixels_value,aggregates_pixels_proportion
1,0.2460245341062545,0.0020571355707943,0.3167082965373993,5917.0,0.13523025939892583
2,0.2393993139266967,0.0028852622490376,0.3330627381801605,2393.0,0.12734142188165176
3,0.2010479420423507,0.0009620251948945,0.3164067268371582,65.0,0.0029231876236733225
4,0.2635038793087005,0.0021894930396229,0.33393460512161255,3848.0,0.1342029086597147
5,0.2104106843471527,0.0007963901152834,0.0,0.0,0.0
6,0.21352618932724,0.0017412125598639,0.33552074432373047,718.0,0.03407365223993926
7,0.2027550190687179,0.0007950253202579,0.0,0.0,0.0
8,0.2137946188449859,0.0012255652109161,0.36739078164100647,171.0,0.00680813791455986
9,0.2310646623373031,0.0018476641271263,0.3416910767555237,480.0,0.037336652146857496
