ObjectNumber,Ed_cell_mean_value,Ed_cell_variance,Ed_agg_mean_value,Ed_agg_max_value,Ed_agg_min_value,Ed_agg_top_50_value,Ed_agg_top_25_value
1,0.0599244832992553,0.002583808498457,0.032273706048727036,0.11298366636037827,7.797695434419438e-05,0.04872184246778488,0.060874179005622864
2,0.0591505542397499,0.0012291403254494,0.04108816757798195,0.1106453612446785,0.00040466809878125787,0.05617707595229149,0.06605228036642075
